priority,priority_reasons,missing_fields,source_type,file_ext,doc_id,sha256,file_name,title,source_url,attachment_url,column,publisher,publish_date,doc_no,business_domain,regulatory_topic,source_site,version_status,effective_date,expiry_date,supersedes_doc_id,superseded_by_doc_id,version_group
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.docx,nfra_503,,503_银行保险机构恢复和处置计划实施暂行办法_附件4：处置计划建议示例（保险公司版）.docx,附件4：处置计划建议示例（保险公司版）,,,,,,,风险管理,风险管理,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_504,,504_中国银保监会办公厅_中国人民银行办公厅关于_简化提取已故存款人小额存款相关事宜的通知_附件1：承诺书参考样本（提取申请人为已故存款人的配偶、子女、父母.doc,附件1：承诺书参考样本（提取申请人为已故存款人的配偶、子女、父母,,,,中国银保监会、中国人民银行、银保监会,,,支付结算,账户,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_505,,505_中国银保监会办公厅_中国人民银行办公厅关于_简化提取已故存款人小额存款相关事宜的通知_附件2：承诺书参考样本（提取申请人为已故存款人的公证遗嘱指定的继.doc,附件2：承诺书参考样本（提取申请人为已故存款人的公证遗嘱指定的继,,,,中国银保监会、中国人民银行、银保监会,,,支付结算,账户,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_506,,506_中国银保监会办公厅关于印发银保监会现场检查立项和实施程序规定（试行）的通知_1.现场检查通知书.doc,1.现场检查通知书,,,,中国银行保险监督管理委员会、中国银保监会、银保监会,,,其他,,,unknown,,,,,
65,regulation_text;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,word,.doc,nfra_507,,507_中国银保监会办公厅关于印发银保监会现场检查立项和实施程序规定（试行）的通知_2.现场检查公告_.doc,中国银保监会办公厅关于印发银保监会现场检查立项和实施程序规定（试行）的通知_2.现场检查公告_,,,,中国银行业监督管理委员会、中国银保监会、银保监会,,,支付结算,支付,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_005,,005_2026年2月保险业经营情况表_2026年2月保险业经营情况表.xls,2026年2月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_006,,006_2026年1月全国各地区原保险保费收入情况表_2026年1月全国各地区原保险保费收入情况表.xls,2026年1月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_009,,009_2026年1月保险业经营情况表_2026年1月保险业经营情况表.xls,2026年1月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_010,,010_2026年国家金融监督管理总局监管统计信息发布日程表_2026年国家金融监督管理总局监管统计信息发布日程表.xls,2026年国家金融监督管理总局监管统计信息发布日程表,,,监管统计数据,国家金融监督管理总局,,,监管统计,监管统计信息发布日程,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_011,,011_2025年银行业金融机构总资产、总负债（季度）_2025年银行业金融机构总资产、总负债(季度).xls,2025年银行业金融机构总资产、总负债(季度),,,监管统计数据,国家金融监督管理总局,,,监管统计,总资产、总负债,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_013,,013_2025年商业银行主要指标分机构类情况表_2025年商业银行主要指标分机构类情况表.xls,2025年商业银行主要指标分机构类情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,商业银行主要指标分机构类,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_014,,014_2025年银行业金融机构普惠型小微企业贷款情况_2025年银行业金融机构普惠型小微企业贷款情况表.xls,2025年银行业金融机构普惠型小微企业贷款情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,普惠型小微企业贷款,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_015,,015_2025年银行业金融机构普惠型涉农贷款情况表_2025年银行业金融机构普惠型涉农贷款情况表.xls,2025年银行业金融机构普惠型涉农贷款情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,普惠型涉农贷款,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_016,,016_2025年保险公司偿付能力情况表_2025年保险公司偿付能力状况表.xls,2025年保险公司偿付能力状况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,偿付能力状况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_017,,017_2025年四季度保险公司资金运用情况表_2025年四季度保险公司资金运用情况表.xls,2025年四季度保险公司资金运用情况表,,,监管统计数据,国家金融监督管理总局,,,保险资金运用,资金运用情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_018,,018_2025年银行业总资产、总负债（月度）_2025年银行业总资产、总负债（月度）.xls,2025年银行业总资产、总负债（月度）,,,监管统计数据,国家金融监督管理总局,,,监管统计,银行业总资产,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_019,,019_2025年12月全国各地区原保险保费收入情况表_2025年12月全国各地区原保险保费收入情况表.xls,2025年12月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_020,,020_2025年12月人身险公司经营情况表_2025年12月人身险公司经营情况表.xls,2025年12月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_021,,021_2025年12月财产保险公司经营情况表_2025年12月财产险公司经营情况表.xls,2025年12月财产险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_022,,022_2025年12月保险业经营情况表_2025年12月保险业经营情况表.xls,2025年12月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_023,,023_2025年11月全国各地区原保险保费收入情况表_2025年11月全国各地区原保险保费收入情况表.xls,2025年11月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_024,,024_2025年11月人身险公司经营情况表_2025年11月人身险公司经营情况表.xls,2025年11月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_025,,025_2025年11月财产保险公司经营情况表_2025年11月财产险公司经营情况表.xls,2025年11月财产险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_026,,026_2025年11月保险业经营情况表_2025年11月保险业经营情况表.xls,2025年11月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_027,,027_2025年10月全国各地区原保险保费收入情况表_2025年10月全国各地区原保险保费收入情况表.xls,2025年10月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_028,,028_2025年10月人身险公司经营情况表_2025年10月人身险公司经营情况表.xls,2025年10月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_029,,029_2025年10月财产保险公司经营情况表_2025年10月财产险公司经营情况表.xls,2025年10月财产险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_030,,030_2025年10月保险业经营情况表_2025年10月保险业经营情况表.xls,2025年10月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_031,,031_2025年三季度保险公司资金运用情况表_2025年三季度保险公司资金运用情况表.xls,2025年三季度保险公司资金运用情况表,,,监管统计数据,国家金融监督管理总局,,,保险资金运用,资金运用情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_032,,032_2025年9月全国各地区原保险保费收入情况表_2025年9月全国各地区原保险保费收入情况表.xlsx,2025年9月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_033,,033_2025年9月人身险公司经营情况表_2025年9月人身险公司经营情况表.xlsx,2025年9月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_034,,034_2025年9月财产保险公司经营情况表_2025年9月财产险公司经营情况表.xlsx,2025年9月财产险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_035,,035_2025年9月保险业经营情况表_2025年9月保险业经营情况表.xlsx,2025年9月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_036,,036_2025年8月全国各地区原保险保费收入情况表_2025年8月全国各地区原保险保费收入情况表.xls,2025年8月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_037,,037_2025年8月人身险公司经营情况表_2025年8月人身险公司经营情况表.xls,2025年8月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_038,,038_2025年8月财产保险公司经营情况表_2025年8月财产险公司经营情况表.xls,2025年8月财产险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_039,,039_2025年8月保险业经营情况表_2025年8月保险业经营情况表.xls,2025年8月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_040,,040_2025年7月全国各地区原保险保费收入情况表_2025年7月全国各地区原保险保费收入情况表.xls,2025年7月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_041,,041_2025年7月人身险公司经营情况表_2025年7月人身险公司经营情况表.xls,2025年7月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_042,,042_2025年7月财产保险公司经营情况表_2025年7月财产险公司经营情况表.xls,2025年7月财产险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_043,,043_2025年7月保险业经营情况表_2025年7月保险业经营情况表.xls,2025年7月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_044,,044_2025年二季度保险公司资金运用情况表_2025年二季度保险公司资金运用情况表.xls,2025年二季度保险公司资金运用情况表,,,监管统计数据,国家金融监督管理总局,,,保险资金运用,资金运用情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_045,,045_2025年6月财产保险公司经营情况表_2025年6月财产险公司经营情况表.xls,2025年6月财产险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_046,,046_2025年6月保险业经营情况表_2025年6月保险业经营情况表.xls,2025年6月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_047,,047_2025年5月全国各地区原保险保费收入情况表_2025年5月全国各地区原保险保费收入情况表.xls,2025年5月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_048,,048_2025年5月人身险公司经营情况表_2025年5月人身险公司经营情况表.xls,2025年5月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_049,,049_2025年5月财产保险公司经营情况表_2025年5月财产险公司经营情况表.xls,2025年5月财产险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_050,,050_2025年5月保险业经营情况表_2025年5月保险业经营情况表.xls,2025年5月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_051,,051_2025年4月全国各地区原保险保费收入情况表_2025年4月全国各地区原保险保费收入情况表.xls,2025年4月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_052,,052_2025年4月人身险公司经营情况表_2025年4月人身险公司经营情况表.xls,2025年4月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_053,,053_2025年4月财产保险公司经营情况表_2025年4月财产险公司经营情况表.xls,2025年4月财产险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_054,,054_2025年4月保险业经营情况表_2025年4月保险业经营情况表.xls,2025年4月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_055,,055_2025年一季度保险公司资金运用情况表_2025年一季度保险公司资金运用情况表.xls,2025年一季度保险公司资金运用情况表,,,监管统计数据,国家金融监督管理总局,,,保险资金运用,资金运用情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_056,,056_2025年3月全国各地区原保险保费收入情况表_2025年3月全国各地区原保险保费收入情况表.xlsx,2025年3月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_057,,057_2025年3月人身险公司经营情况表_2025年3月人身险公司经营情况表.xlsx,2025年3月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_058,,058_2025年3月财产保险公司经营情况表_2025年3月财产险公司经营情况表.xlsx,2025年3月财产险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_059,,059_2025年3月保险业经营情况表_2025年3月保险业经营情况表.xlsx,2025年3月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_060,,060_2025年2月全国各地区原保险保费收入情况表_2025年2月全国各地区原保险保费收入情况表.xls,2025年2月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_061,,061_2025年2月人身险公司经营情况表_2025年2月人身险公司经营情况表.xls,2025年2月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_062,,062_2025年2月财产保险公司经营情况表_2025年2月财产险公司经营情况表.xls,2025年2月财产险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_063,,063_2025年2月保险业经营情况表_2025年2月保险业经营情况表.xls,2025年2月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_064,,064_2025年1月全国各地区原保险保费收入情况表_2025年1月全国各地区原保险保费收入情况表.xls,2025年1月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_065,,065_2025年1月人身险公司经营情况表_2025年1月人身险公司经营情况表.xls,2025年1月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_066,,066_2025年1月财产保险公司经营情况表_2025年1月财产险公司经营情况表.xls,2025年1月财产险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_067,,067_2025年1月保险业经营情况表_2025年1月保险业经营情况表.xls,2025年1月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_068,,068_2025年国家金融监督管理总局监管统计信息发布日程表_2025年国家金融监督管理总局监管统计信息发布日程表.xls,2025年国家金融监督管理总局监管统计信息发布日程表,,,监管统计数据,国家金融监督管理总局,,,监管统计,监管统计信息发布日程,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_069,,069_2024年银行业总资产、总负债（季度）_2024年银行业总资产、总负债(季度).xls,2024年银行业总资产、总负债(季度),,,监管统计数据,国家金融监督管理总局,,,监管统计,银行业总资产,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_071,,071_2024年商业银行主要指标分机构类情况表（季度）_2024年商业银行主要指标分机构类情况表.xls,2024年商业银行主要指标分机构类情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,商业银行主要指标分机构类,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_072,,072_2024年银行业金融机构普惠型小微企业贷款情况（季度）_2024年银行业金融机构普惠型小微企业贷款情况表.xls,2024年银行业金融机构普惠型小微企业贷款情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,普惠型小微企业贷款,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_073,,073_2024年4季度保险业资金运用情况表_2024年4季度保险业资金运用情况表.xls,2024年4季度保险业资金运用情况表,,,监管统计数据,国家金融监督管理总局,,,保险资金运用,资金运用情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_074,,074_2024年保险业偿付能力状况表(季度)_2024年保险业偿付能力状况表.xls,2024年保险业偿付能力状况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,偿付能力状况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_075,,075_2024年银行业总资产、总负债（月度）_2024年银行业总资产、总负债（月度）.xls,2024年银行业总资产、总负债（月度）,,,监管统计数据,国家金融监督管理总局,,,监管统计,银行业总资产,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_076,,076_2024年12月全国各地区原保险保费收入情况表_2024年12月全国各地区原保险保费收入情况表.xls,2024年12月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_077,,077_2024年12月人身险公司经营情况表_2024年12月人身险公司经营情况表.xls,2024年12月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_078,,078_2024年12月财产保险公司经营情况表_2024年12月财产险公司经营情况表.xls,2024年12月财产险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_079,,079_2024年12月保险业经营情况表_2024年12月保险业经营情况表.xls,2024年12月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_080,,080_2024年11月全国各地区原保险保费收入情况表_2024年11月全国各地区原保险保费收入情况表.xls,2024年11月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_081,,081_2024年11月人身险公司经营情况表_2024年11月人身险公司经营情况表.xls,2024年11月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_082,,082_2024年11月财产保险公司经营情况表_2024年11月财产险公司经营情况表.xls,2024年11月财产险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_083,,083_2024年11月保险业经营情况表_2024年11月保险业经营情况表.xls,2024年11月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
