priority,priority_reasons,missing_fields,source_type,file_ext,doc_id,sha256,file_name,title,source_url,attachment_url,column,publisher,publish_date,doc_no,business_domain,regulatory_topic,source_site,version_status,effective_date,expiry_date,supersedes_doc_id,superseded_by_doc_id,version_group
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_084,,084_2024年10月全国各地区原保险保费收入情况表_2024年10月全国各地区原保险保费收入情况表.xls,2024年10月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_085,,085_2024年10月人身险公司经营情况表_2024年10月人身险公司经营情况表.xls,2024年10月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_086,,086_2024年10月财产保险公司经营情况表_2024年10月财产险公司经营情况表.xls,2024年10月财产险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_087,,087_2024年10月保险业经营情况表_2024年10月保险业经营情况表.xls,2024年10月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_088,,088_2024年3季度保险业资金运用情况表_2024年三季度保险业资金运用情况表.xls,2024年三季度保险业资金运用情况表,,,监管统计数据,国家金融监督管理总局,,,保险资金运用,资金运用情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_089,,089_2024年9月全国各地区原保险保费收入情况表_2024年9月全国各地区原保险保费收入情况表.xlsx,2024年9月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_090,,090_2024年9月人身险公司经营情况表_2024年9月人身险公司经营情况表.xlsx,2024年9月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_091,,091_2024年9月财产保险公司经营情况表_2024年9月财产险公司经营情况表.xlsx,2024年9月财产险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xlsx,nfra_092,,092_2024年9月保险业经营情况表_2024年9月保险业经营情况表.xlsx,2024年9月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_093,,093_2024年8月全国各地区原保险保费收入情况表_2024年8月全国地区原保险保费收入情况表.xls,2024年8月全国地区原保险保费收入情况表,,,监管统计数据,,,,监管统计,保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_094,,094_2024年8月人身险公司经营情况表_2024年8月人身险经营情况表.xls,2024年8月人身险经营情况表,,,监管统计数据,,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_095,,095_2024年8月财产保险公司经营情况表_2024年8月财产险经营情况表.xls,2024年8月财产险经营情况表,,,监管统计数据,,,,保险经营统计,财产保险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_096,,096_2024年8月保险业经营情况表_2024年8月保险业经营情况表.xls,2024年8月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_097,,097_2024年7月全国各地区原保险保费收入情况表_2024年7月全国各地区保费收入情况表.xls,2024年7月全国各地区保费收入情况表,,,监管统计数据,,,,监管统计,保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_098,,098_2024年7月人身险公司经营情况表_2024年7月人身险公司经营情况表.xls,2024年7月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_099,,099_2024年7月财产保险公司经营情况表_2024年7月财产险公司经营情况表.xls,2024年7月财产险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_100,,100_2024年7月保险业经营情况表_2024年7月保险业经营情况表.xls,2024年7月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_101,,101_2024年2季度保险业资金运用情况表_2024年2季度保险业资金运用情况表.xls,2024年2季度保险业资金运用情况表,,,监管统计数据,国家金融监督管理总局,,,保险资金运用,资金运用情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_102,,102_2024年6月全国各地区原保险保费收入情况表_2024年6月全国各地区原保险保费收入情况表.xls,2024年6月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_103,,103_2024年6月人身险公司经营情况表_2024年6月人身险公司经营情况表.xls,2024年6月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_104,,104_2024年6月财产保险公司经营情况表_2024年6月财产险公司经营情况表.xls,2024年6月财产险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_105,,105_2024年6月保险业经营情况表_2024年6月保险业经营情况表.xls,2024年6月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_106,,106_2024年5月全国各地区原保险保费收入情况表_2024年5月全国各地区原保险保费收入情况表.xls,2024年5月全国各地区原保险保费收入情况表,,,监管统计数据,国家金融监督管理总局,,,监管统计,全国各地区原保险保费收入,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_107,,107_2024年5月人身险公司经营情况表_2024年5月人身险公司经营情况表.xls,2024年5月人身险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,人身险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_108,,108_2024年5月财产保险公司经营情况表_2024年5月财产险公司经营情况表.xls,2024年5月财产险公司经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,财产险公司经营情况表,,unknown,,,,,
55,stat_table;missing_source;unknown_version,source_url;attachment_url;source_site;publish_date;version_status;version_group;effective_date,excel,.xls,nfra_109,,109_2024年5月保险业经营情况表_2024年5月保险业经营情况表.xls,2024年5月保险业经营情况表,,,监管统计数据,国家金融监督管理总局,,,保险经营统计,保险业经营情况表,,unknown,,,,,
